پ,Eng Name,Ar Name
6451,Mῡsa b. `Abd Allāh b. JabrMuḥammad b. Muḥammad b. `Uthmān b. Shahāb al-Fulānī,موسى بن عبد الله بن جبريل
6452,Qāsim b. Khalīf Sanab,قاسم بن خليف سنب
6453,Safī `Abd Allāh b. Yāsar,سفى عبد الله بن يسار
6454,Șaghīr `Abd Allāh b. Muḥammad,الصغير عبد الله بن محمد
6457,Sulaymān b. `Uthmān,سليمان بن عثمان
6458,Sulaymān Tanab,سليمان تنب
6459,Ṭalḥat ibn al-Ḥusayn,طلحت ابن الحسين
6460,Yūnis,الشيخ يونس
6461,Yῡsuf b. Abῡ Bakr b. Mῡsa b. Yῡsuf,يوسف بن أبي بكر بن موسى بن يوسف
6462,Zayd b. al-Faqīh Sanbā b. Buḍḍa,زيد بن الفقه سنب بن بوص
6465,`Abd al-`Azīz b. Aḥmad al-Kalsūkī,عبد العزيز بن أحمد الكلسوكي
6466,`Abd al-`Azīz b. al-Ṭālib Aḥmad al-Sῡqī,عبد العزيز بن الطَّالب أحمد السُّوقي
6468,`Abd al-`Azīz b. Zayn b. Muḥammad Jubīhī al-Sῡqī,عبد العزيز بن زين بن محمد الجِبِيهي السُّوقي
6469,`Abd al-Aziz b. Aḥmad al-Bashīr al-Kalsūqī,عبد العزيز بن أحمد البشير الكلسوكي
6470,`Abd al-Aziz b. Muḥammad b. Aḥmad al-Sūqī,عبد العزيز بن محمد بن أحمد السُّوقي
6471,`Abd al-Kabīr b. `Abd al-Mujīd b. Yῡsuf al-Maṣmῡdī,عبد الكبير بن عبد المجيد بن يوسف المَصْمُودي
6472,`Abd al-Mu`ati b. Sālim b. `Umar al-Samlāwī al-Shāfi`ī al-Miṣrī,عبد المُعْطى بن سالم بن عمر الشِّبْلي السِّمْلاوي الشافعي المصري
6473,`Abd al-Qādir b. `Alī b. Yῡsuf b. Muḥammad al-Fāsī al-Mālikī,عبد القادر بن علي بن يوسف بن محمد الفاسي الفهري المالكي
6474,`Abd al-Raḥman al-Raf`aī al-Mālikī,عبد الر حمن الرقعي المالكي
6475,`Abd al-Raḥman b. `Alī b. Muḥammad b. `Alī al-Qurashī al-Baghdādī,عبد الرحمن بن علي بن محمد بن علي القُرَشي البَغْدادي
6476,`Abd al-Raḥman b. Aḥmad al-Mustaghānamī,عبد الرحمن بن أحمد المُسْتَغانِمي
6477,`Abd al-Raḥman b. Dāuwd b. `Alī al-Miṣrī al-Shafi`ī,عبد الرحمنبن داود بن علي المصري الشَّافعي
6478,`Abd al-Raḥman b. Ḥusayn b. Zayd al-Jakanī,عبد الرحمن بن حسين .. بن أحمد بن زيد الجَكَني
6479,`Abd al-Raḥman b. Ujdῡd al-Sharīf al-`Alawī,عبد الرحمن بن أجدود الشَّريف العَلَوي
6480,`Abd al-Wāsi` b. Muḥammad b. `Abd al-Raḥman b. Manṣῡr al-Mahzῡlī,عبد الواسع بن محمد بن عبد الرحمن بن منصور المهزولي
6481,`Abd Allāh b. `Umar b. Muḥammad b. `Alī al-Shirāzī al-Shāfa`ī al-Bayḍawī,عبد الله بن عمر بن محمد بن علي الشِّيرازي الشَّافعي البَيْضاوي
6482,`Abd Allāh b. Aḥmad al-Tinwājīwī,عبد الله بن أحمد التنواجيوي
6483,`Abd Allāh b. Aḥmad b. `Alī al-Makkī al-Shāfi`ī al-Fākihī,عبد الله بن أحمد بن علي المكي الشافعي الفاكهي
6484,`Abd Allāh b. Muḥammad b. `Abd Allāh b. `Alī al-`Ajamī al-Shanshūrī al-Shāfi`ī al-Fūdī,عبد الله بن بهاء الدين محمد بن عبد الله بن علي العجمي الشّنْشُوري الشَّافعي الفَرَضي
6485,`Alī b. Aḥmad b. Muḥammad al-Fāsī al-Maghribī al-Malikī,علي بن أحمد بن محمد الفاسي المغربي المالكي
6486,`Azīz  b. al-Khalīl,عزيز بن الخليل
6487,`Isa b. Muḥammad al-Mawlūd al-Arawānī,عيسى بن محمد المولود الأرْوَانيّ
6488,`Ulamā'  of Kūtī,علماء كوتي
6490,`Ulamā' of Takrūr,علماء التكرور
6491,`Umar al-Fāsī,عمر الفاسي
6492,`Umar b. `Abd al-Karīm b. Muḥammad b.  Abī Bakr al-`Ayyāshī,عمر بن عبد الكريم بن محمد بن أبي بكر العَيَّاشي
6493,`Umar b. `Āli (A`āli b. …,عمر بن عال (أعال) بن ...
6494,`Umar b. A`āli b. al-Shaykh,عمر بن أعال بن الشيخ
6495,Abu Bakr b. Muḥammad b. Ṣāliḥ al-Fulānī,أبو بكر بن محمد بن الصَّالح الفُلاني
6496,Aḥmad al-Būsayfī,أحمد البوسيفي
6497,Aḥmad al-Kalsūkī / al-Sūqī,أحمد الكلسوكي
6498,Aḥmad al-Sūqī (?),أحمد السوقي
6499,Aḥmad al-Tuwātī,أحمد التواتي
6500,Aḥmad b Muḥammad b. Yῡsuf,أحمد بن محمد بن يعقوب
6501,Aḥmad b.  Abī al-Qāsim b. Aḥmad al-Tuwātī al-Tamanṭiṭī,أحمد بن أبي القاسم بن أحمد التواتي التمنطيطي
6502,Aḥmad b.  Abī Bakr b. Aḥmad b. al-Bashīr al-Sūqī,أحمد بن أبي بكر بن أحمد بن البشير السُّوقي
6503,Aḥmad b. `Abd al-Laṭīf al-Sharjī al-Zaydī,أحمد بن عبد اللطيف الشَّرجي الزيدي
6505,Aḥmad b. `Alī b. Thabat b. Aḥmad b. Mahdī al-Khaṭīb al-Baghdādī,أحمد بن علي بن ثابت بن أحمد بن مهدي الخَطِيب البغدادي
6506,Aḥmad b. al-Bashīr al-Sūqī,أحمد بن البشير السُّوقي
6507,Aḥmad b. Maḥmῡd,أحمد بن محمود (؟)
6508,Aḥmad b. Muḥammad al-Andalusī,أحمد بن محمد الأندلسي
6509,Aḥmad b. Muḥammad b. `Alī b. Ibrāhīm al-Anṣarī al-Sharwānī al-Shāfi`ī,أحمد بن محمد بن علي بن إبراهيم الأنصاري الشّرواني الشَّافعي
6510,Aḥmad b. Muḥammad b. Dāwud al-Juzulī al-Hashtūkī,أحمد بن محمد بن داود الجُزُولي الهَشْتُوكي
6511,Aḥmad b. Muḥammad b. Mūsa al-Șanhājī al-Andalusī al-Marī,أحمد بن محمد بن موسى الصِّنهاجي الأندلسي المري
6512,Aḥmad b. Yūsuf al-Sūnikī al-Māraqī,أحمد بن يوسف السونكي المارقي
6513,Aḥmad Muḥammad b. Muḥammad b. `Uthmān b. Ya`qῡb al-Mānawī  al-Warīdī al-`Ayyāshī,أحمد محمد بن محمد بن عثمان بن يعقوب المانوي الوريدي العَيّاشي المغربي
6514,al-Bukhārī b. Muḥammad al-Amīn al-Sūqī,البخاري بن محمد الأمين بن أحمد السوقي
6515,al-Dahu b. Baba Aḥmad b. Aḥmad b. Bāba,الدَّاهُ بن باب أحمد بن أحمد بن باب
6516,al-Ghadāmisī,الغدامسي
6517,al-Ḥasan b. Zayn b. `Abd al-Aziz al-Jubahī al-Sūqī,الحسن بن زين بن عبد العزيز الجبهي
6518,al-Imām Muḥammad b. Idawrīsh al-Shāfi`ī,الإمام محمد بن إدريس الشَّافعي
6519,al-Mukhtār b. Muḥammad al-Amīn al-Sūqī,البخاري بن محمد الأمين السُّوقي
6520,al-Mukhtār b. Muḥammad b. al-Habīb,المُخْتار بن محمد بن الحَبِيب (؟)
6521,al-Qāḍī Muḥammad b. M`amī al-Sansandī,القاضي محمد بن معمى السّنْسندي
6522,al-Tijani b. Muḥammad b. Muḥammad al-Amīn b. `Ᾱli b. `Amar b. Aḥmad al-Qāḍī,التِّجاني بن محمد بن محمد الأمين بن عال بن عمار بن أحمد القاضي (؟)
6523,Baba b. Muḥammad b. Aslīm,باب بن محمد بن أسليم
6524,Bāy b. Zayn b. `Abd al-`Azīz  al-Jubahī al-Sūqī,باي بن زين بن عبد العزيز الجبهي السُّوقي
6525,Bilqām b. Aḥmad al-Hūzālī,بلقاسم بن أحمد الهوزالي
6526,"Bujbīha, `ulamā'  of",علماء بوجبيهة
6527,Dhu al-Yaydīn b. Muḥammad al-Raqqādī,ذو اليدين بن محمد الرّقادي
6528,Ḥamād b. al-Khalīl,حماد بن الخليل (؟)
6529,Ḥamdūn al-Ābār,حمدون الأبار (؟)
6530,Ḥāmid b. Abī Bakr b. Ayyub b. Muḥammad b. Mūd al-Fulānī al-Māsinī,حامد بن أبي بكر بن أيوب بن محمد بن مود الفلاني الماسني
6531,Ibn al-Fakhār,ابن الفخار (؟)
6532,Ibn al-Khaṭīb,ابن الخطيب
6533,Ibrāhīm b. Aḥmad al-Bashīr b. Muḥammad al-Sūqī,إبراهيم بن أحمد البشير بن محمد السوقي
6534,Ibrāhīm b. Aḥmad al-Sūqī,إبراهيم بن أحمد السُّوقي
6535,Ibrāhīm b. al-Ḥasan al-Naẓifī,إبراهيم بن الحسن النَّظِيفي
6536,Ibrāhīm b. al-Lāf,إبراهيم بن اللَّاف
6537,Ibrāhīm b. al-Ṭālib Aḥmad al-Sūqī,إبراهيم بن الطَّالب أحمد السُّوقي
6539,Ibrāhīm b. Muḥammad al-Sāḥilī al-Gharnāṭī,إبراهيم بن محمد الساحلي الغرناطي
6540,Ibrāhīm b. Muhammad b. Ibrāhīm al-Anṣārī al-Gharnāṭī al-Sāḥilī,إبراهيم بن محمد بن إبراهيم الأنصاري الغَرْناطي السَّاحلي
6541,Ismā`īl Ḥaqqī b. al-Muṣțafa Afnadī al-Istānbūlī,إسماعيل حقِّي بن مصطفي أفندى الإستانبولي
6542,Maḥmῡd al-Qarnūnī,محمود القرنوني
6543,"Maḥmῡd b, Muḥammad b. al-Ḥasan b. al-Ḥājj `Uthmān",محمود بن محمد بن الحسن بن الحاج عثمان
6544,Maḥmῡd b. Abb,محمود بن أب (؟)
6545,Maḥmῡd b. Aḥmad b. al-Ḥasan,محمود بن حمد بن الحسن
6546,Muḥammad `Abd Allāh b. Aḥmad b. al-Bashīr al-Sūqī,محمد عبد الله بن أحمد بن أحمد السُّوقي
6547,Muḥammad `Abd Allāh b. Aḥmad b. Ṭālib Sīdi Aḥmad al-Kalsuqī,محمد بن عبد الله بن أحمد بن الطالب سيد أحمد الكلسوكي
6548,Muḥammad `Abd Allāh b. Aḥmad Kalsūkī,محمد عبد الله بن أحمد الكلسوكي
6549,Muḥammad Aḥmad b. Aḥmad b. al-Shaykh,محمد أحمد بن أحمد بن الشيخ
6550,Muḥammad Aḥmad b. Muḥammad al-Ṣāliḥ b. Muḥammad b. Muḥammad b. Muḥammad b. Muḥammad Quṭub,محمد أحمد بن محمد الصَّالح بن محمد بن محمد بن محمد بن محمد قطب
6551,Muḥammad al-Amīn b. Abāw al-Raqqādī,محمد الأمين بن أباو الرّقادي
6552,Muḥammad al-Amīn b. Aḥmad al-Jubahī al-Sūqī,محمد الأمين بن أحمد الجبهي السُّوقي
6553,Muḥammad al-Amīn b. Aḥmad b. al-Bashīr al-Sūqī,محمد الأمين بن أحمد بن البشير السُّوقي
6554,Muḥammad al-Amīn b. Aḥmad Kalsūkī,محمد الأمين بن أحمد الكلسوكي (؟)
6555,Muḥammad al-Bakrī al-Saḍīqī al-Asha`rī,محمد البكري الصديقى الأشعري
6556,Muḥammad al-Mukhtār b. Aḥmad al-Ḥabīb al-Maῡjῡbī,امحمد المُخْتار بن أحمد الحبيب المَحْجُوبي
6557,Muḥammad al-Mukhtār b. Muḥammad Amāna b. Aḥmad Bābā al-Tuwātī,محمد المختار بن محمد أمانة بن أحمد بابا التواتي
6558,Muḥammad al-Mukhtār b. Sa`yid al-Yadālī al-Yamānī,محمد المختار بن سعيد اليدالي اليماني (؟)
6559,Muḥammad al-Muṣṭafa b. Muḥammad Fāḍil b. Muḥammad Māmīn al-Shinqīṭī,محمد المصطفى بن محمد فاضل بن محمد مامين الشَّنْقيطي
6560,Muḥammad Awsak b. Muḥammad `Abd Allāh al-Sūqī,محمد أوسك بن محمد عبد الله السُّوقي
6561,Muḥammad b. `Abd al-Laṭīf b. Muḥammad b. `Abd al-Laṭīf b. Hibat Allāh b. `Alī,محمد بن عبد اللَّطيف بن محمد بن عبد اللَّطيف بن هِبة الله بن علي
6562,Muḥammad b. `Abd al-Qādir,محمد بن عبد القادر
6563,Muḥammad b. `Abd al-Wāḥid b. Abī Hāshim al-Zāhid,محمد بن عبد الواحد بن أبي هاشم الزَّاهد
6564,Muḥammad b. `Abd Allāh b. `Abd al-Raḥīm,محمدبن عبد الله بن عبد الرحيم
6565,Muḥammad b. `Abd Allāh b. Aḥmad al-Sūqī,محمد بن عبد الله بن أحمد السُّوقي
6566,Muḥammad b. `Abd Allāh b. Ibrāhīm  al-Lakhmī,محمد بن عبد الله بن إبراهيم اللَّخْمي
6567,Muḥammad b. `Ᾱli b. Muḥammad,محمد بن عالي بن محمد
6568,Muḥammad b. Aḥmad b. `Abd Allāh b. Muḥammad,محمد بن أحمد بن عبد الله بن محمد
6569,Muḥammad b. Aḥmad b. Manṣῡr b. `Isa al-Abshīhī,محمد بن أحمد بن منصور بن عيسى الأبشيهي
6570,Muḥammad b. Aḥmad b. Muḥammad b. Muḥammad al-Mālikī,محمد بن أحمد بن محمد بن محمد المالكي
6571,Muḥammad b. al-`Abbās b. Muḥammad b. `Isa al-`Abbāsī al-Tilimsanī,محمد بن العباس بن محمد بن عيسى العباسي التلمساني
6572,Muḥammad b. al-Ḥasan b. `Alī b. Muḥammad b. Bandār b. Ṭufayl al-Murādī,محمد بن الحسن بن علي بن محمد بن بندار بن طُفَيْل المرادي
6573,Muḥammad b. al-Mukhtār b. `Umar b. Aḥmad b. Muḥammad al-Kuntī,محمد بن المختار بن عمر بن أحمد بن محمد الكنتي
6574,Muḥammad b. al-Ṣāliḥ al-Katāmi al-Shafi`ī,محمد بن صالح الكتامي الشافعي
6575,Muḥammad b. Bād b. Muḥammad Bān b. Muḥammad,محمد بن باد بن محمد بان بن محمد
6576,Muḥammad b. Maghrūz al-Mustaghānamī,محمد بن مغروز المُسْتَغانِمي
6577,Muḥammad b. Mahdī al-Jarāy,محمد بن مهدي الجراي
6578,Muḥammad b. Muḥammad al-Kirkhī al-Shāfi`ī,محمد بن محمد الكرخي الشافعي
6579,Muḥammad b. Muḥammad b. `Abd al-Raḥman b. Muḥammad b.  Abī Bakr b. `Abbāsī,محمد بن محمد بن عبد الرحمن بن محمد بن أبي بكر العباسي
6580,Muḥammad b. Muḥammad b. `Abd Allāh,محمد بن محمد بن عبد الله
6581,Muḥammad b. Muḥammad b. `Abd Allāh b. Bashīr al-Sūqī,محمد بن محمد بن عبد الله بن البشير السُّوقي
6582,Muḥammad b. Muḥammad b. `Abd Allāh b. Bashīr al-Sūqī,محمد بن محمد عبد الله بن أحمد بن البشير الكلسوكي
6583,Muḥammad b. Muḥammad b. `Uthmān b. al-`Arabī,محمد بن محمد بن عثمان بن العريب
6584,Muḥammad b. Muḥammad b. Aḥmad b. Muḥammad al-Mukhtār Idaw `Alī al-Shinqīṭī,محمد بن محمد بن أحمد بن محمد المختار أدو علي الشَّنْقيطي
6585,Muḥammad b. Muḥammad b. al-Wāfī,محمد بن محمد بن الوافي
6586,Muḥammad b. Muḥammad b. Jum`a al-Habaṭī,محمد بن محمد بن جمعة الهبطي
6587,Muḥammad b. Muḥammad Bāba,محمد بن محمد باب
6588,Muḥammad b. Qāsim b. Muḥammad b. `Abd al-Wāḥid al-Fāsī,محمد بن قاسم بن محمد بن عبد الواحد الفاسي
6589,Muḥammad b. Ṣāliḥ al-Kutāmī,محمَّد بن صالح الكُتَامي
6590,Muḥammad b. Shaīḥ b. Aḥmad b. Muḥammad Shaīḥ al-Ru`aynī,محمدبن شُرَيْح بن أحمد بن محمد بن شُرَيْح الرُّعَيْني
6591,Muḥammad b. Yazīd al-Rab`ī al-Qazwīnī,محمدبن يزيد الربعي القزويني
6592,Muḥammad b. Yūsuf b. `Umar b. Sanūsī al-Tilimsānī al-Ḥasanī,محمد بن يوسف بن عمر بن شعيب السَّنوسي التلمساني الحسني
6593,Muḥammad b. Yῡsuf al-Janānī,أبو عبد الله محمد بن يوسف الجناني
6594,Muḥammad Diyāb al-Atlīdī al-Miṣrī,محمد دياب الأتْلِيدي المِصْري
6595,Muḥammad Ibrāhīm b. Muḥammad  Abī Bakr (?),محمد إبراهيم بن محمد بن أبي بكر
6596,Muḥammad Mawlūd b. Aḥmad b. al-Ḥājj `Isa al-Sadāwī,محمد مولود بن أحمد بن الحاج عيسى السداوي
6597,Sa`id b. al-Ḥājj al-Inūkandarī,سعد بن الحاج الأنوكندري
6598,Samnūn b. Muḥammad Baghayogho,سمنون بن محمد بغيغ
6599,Sulaymān al-Jamzūrī,سليمان الجمزوري
6600,Yaḥya b. `Abd al-Raḥman al-Maqdisī al-Qādr al-Shafi`ī,ايحيى بن عبد الرحمن المقدسي القادري الشافعي
6601,Yaḥya b. `Umar al-Qurṭubī al-Dārī,: يحيى بن عمر القرطبي الداري
6602,Yaḥya b. Muḥammad al-Ṭāhir,يحيى بن محمد الطاهر
6603,al-Aṣghar al-Gasālī,الأصغر الغساني
6604,al-Shaykh Ismā`īl,الشيخ إسماعيل
6606,Abῡ `Abd Allāh al-Mahdī,أبو عبد الله المهدي
6607,Mῡsa b. `Ajīl,موسى بن عجيل
6608,Alfā  `Abd al-Raḥman al-Qādirī,ألفا عبدالرحمن القادري
6609,Abῡbakr Mῡsa b. Maḥmῡd al-Tijānī,أبوبكر موسى بن محمود التجاني
6610,Muḥammad al-Sāliḥ b. Muḥammad  Aḥmad,محمد الصالح بن محمد أحمد
6611,Muḥammad al-Yūsufī,محمد اليوسفي
6612,Muḥammad Ghῡryā,محمد غوريا
6613,Satrakawī,ستركوي
6614,Muḥammad Aghān,محمد أغان
6616,Muḥammad b. Muḥammad al-Amīn,محمد بن محمد الأمين
6620,Ghār,غار
6622,Nājim b. `Azīz,ناجم بن عزيز
6625,Bākanghī,باكنغي
6626,Handān b. Kῡkm Iyyji,هندان بن كوكم إيج
6627,Sīdī  Aḥmad b. Ḥamādi al-Tijānī,سيد أحمد بن حمادي التجاني
6629,Muḥammad Dāwud,محمد داود
6630,Aḥmad b. al-Imām,أحمد بن الإمام
6631,al-Khalīf Mahlmad Iyjji,الخليف مهلمد إيج
6632,Alfā  Mawī Sīssī  (Cissé),الفا موي سيسى
6635,Dadab bint Ayῡb al-Madān,ددب إبنت أيوب المدان
6639,al-Ḥasan b. al-Imām Arkī,الحسن إبن الإمام أركي
6640,`Uwīsh,عويش
6647,`Al `Uthmān `Al `Aawad,عل عثمان عل عاود
6649,Yāmī Qatanī,يامي قتني
6651,al-Ḥamad b. Muḥammad,الحمد بن محمد
6652,Nāna Khadīja wife of Muḥammad,نان خديج زوجة محمد
6653,Aḥmad b. Marzῡq al-Ḥallī,أحمد بن مرزوق الحلى
6654,Maḥmῡd b. al-Qayr Muḥammad al-Barik,محمود بن القير محمد البرك
6655,Muḥammad al-Madῡlid Zajallā,محمد المدولد زجلا
